image_index,turns,task_type,instructions,format_instructions,bg_consistency,unchanged_objects,available_objects,all_objects
336,3,"['count_change', 'subject_remove', 'background_change']","['Change the count of red hanging decoration to 3', 'Remove fabric red hanging decoration', 'Change the background to garden']","['Change the count of [red hanging decoration] to [3]', 'Remove [fabric red hanging decoration]', 'Change the background to [garden]']",False,[],[],['fabric red hanging decoration']
337,1,['color_alter'],['Change the color of ceramic white ball to orange'],['Change the color of [ceramic white ball] to [orange]'],True,['synthetic white bodysuit'],"['synthetic white bodysuit', 'ceramic orange ball']","['synthetic white bodysuit', 'ceramic white ball', 'ceramic orange ball']"
337,2,"['color_alter', 'position_change']","['Change the color of ceramic white ball to orange', '""Change the position of ceramic orange ball to right of synthetic white bodysuit""']","['Change the color of [ceramic white ball] to [orange]', '""Change the position of [ceramic orange ball] to [right] of [synthetic white bodysuit]""']",True,[],"['synthetic white bodysuit', 'ceramic orange ball']","['synthetic white bodysuit', 'ceramic white ball', 'ceramic orange ball']"
337,3,"['color_alter', 'position_change', 'subject_add']","['Change the color of ceramic white ball to orange', '""Change the position of ceramic orange ball to right of synthetic white bodysuit""', 'Add vase on the left of synthetic white bodysuit']","['Change the color of [ceramic white ball] to [orange]', '""Change the position of [ceramic orange ball] to [right] of [synthetic white bodysuit]""', 'Add [vase] on the [left] of [synthetic white bodysuit]']",True,[],"['synthetic white bodysuit', 'ceramic orange ball', 'vase']","['synthetic white bodysuit', 'ceramic white ball', 'ceramic orange ball', 'vase']"
338,1,['color_alter'],['Change the color of glass panel to orange'],['Change the color of [glass panel] to [orange]'],True,[],['orange glass panel'],"['glass panel', 'orange glass panel']"
338,2,"['color_alter', 'text_change']","['Change the color of glass panel to orange', ""Add text '光影' on the image""]","['Change the color of [glass panel] to [orange]', ""Add text '[光影]' on the image""]",True,[],['orange glass panel'],"['glass panel', 'orange glass panel', 'text']"
338,3,"['color_alter', 'text_change', 'subject_replace']","['Change the color of glass panel to orange', ""Add text '光影' on the image"", 'Replace orange glass panel with blue glass panel']","['Change the color of [glass panel] to [orange]', ""Add text '[光影]' on the image"", 'Replace [orange glass panel] with [blue glass panel]']",True,[],['blue glass panel'],"['glass panel', 'orange glass panel', 'text', 'blue glass panel']"
339,1,['color_alter'],['Change the color of lace white dress to pink'],['Change the color of [lace white dress] to [pink]'],True,['plastic white headband'],"['plastic white headband', 'lace pink dress']","['lace white dress', 'plastic white headband', 'lace pink dress']"
339,2,"['color_alter', 'background_change']","['Change the color of lace white dress to pink', 'Change the background to garden, remain the plastic white headband, lace pink dress unchanged']","['Change the color of [lace white dress] to [pink]', 'Change the background to [garden]']",False,['plastic white headband'],['plastic white headband'],"['lace white dress', 'plastic white headband', 'lace pink dress']"
339,3,"['color_alter', 'background_change', 'subject_add']","['Change the color of lace white dress to pink', 'Change the background to garden, remain the plastic white headband, lace pink dress unchanged', 'Add bouquet on the below of plastic white headband']","['Change the color of [lace white dress] to [pink]', 'Change the background to [garden]', 'Add [bouquet] on the [below] of [plastic white headband]']",False,['plastic white headband'],"['plastic white headband', 'bouquet']","['lace white dress', 'plastic white headband', 'lace pink dress', 'bouquet']"
340,1,['subject_remove'],['Remove stone rock'],['Remove [stone rock]'],True,[],[],['stone rock']
340,2,"['subject_remove', 'background_change']","['Remove stone rock', 'Change the background to forest']","['Remove [stone rock]', 'Change the background to [forest]']",False,[],[],['stone rock']
340,3,"['subject_remove', 'background_change', 'subject_add']","['Remove stone rock', 'Change the background to forest', 'Add bench']","['Remove [stone rock]', 'Change the background to [forest]', 'Add [bench]']",False,[],['bench'],"['stone rock', 'bench']"
341,1,['subject_add'],['Add mouse on the below of plastic white laptop'],['Add [mouse] on the [below] of [plastic white laptop]'],True,"['plastic white laptop', 'ceramic white cup', 'paper white documents']","['plastic white laptop', 'ceramic white cup', 'paper white documents', 'mouse']","['plastic white laptop', 'ceramic white cup', 'paper white documents', 'mouse']"
341,2,"['subject_add', 'position_change']","['Add mouse on the below of plastic white laptop', '""Change the position of ceramic white cup to right of plastic white laptop""']","['Add [mouse] on the [below] of [plastic white laptop]', '""Change the position of [ceramic white cup] to [right] of [plastic white laptop]""']",True,['paper white documents'],"['plastic white laptop', 'ceramic white cup', 'paper white documents', 'mouse']","['plastic white laptop', 'ceramic white cup', 'paper white documents', 'mouse']"
341,3,"['subject_add', 'position_change', 'background_change']","['Add mouse on the below of plastic white laptop', '""Change the position of ceramic white cup to right of plastic white laptop""', 'Change the background to office, remain the plastic white laptop, ceramic white cup, paper white documents, mouse unchanged']","['Add [mouse] on the [below] of [plastic white laptop]', '""Change the position of [ceramic white cup] to [right] of [plastic white laptop]""', 'Change the background to [office]']",False,['paper white documents'],"['plastic white laptop', 'ceramic white cup', 'paper white documents']","['plastic white laptop', 'ceramic white cup', 'paper white documents', 'mouse']"
342,1,['material_alter'],['Change the material of metal gray shoulder armor to leather'],['Change the material of [metal gray shoulder armor] to [leather]'],True,"['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard']","['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather gray shoulder armor']","['metal gray shoulder armor', 'chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather gray shoulder armor']"
342,2,"['material_alter', 'color_alter']","['Change the material of metal gray shoulder armor to leather', 'Change the color of leather gray shoulder armor to brown']","['Change the material of [metal gray shoulder armor] to [leather]', 'Change the color of [leather gray shoulder armor] to [brown]']",True,"['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard']","['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather brown shoulder armor']","['metal gray shoulder armor', 'chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather gray shoulder armor', 'leather brown shoulder armor']"
342,3,"['material_alter', 'color_alter', 'text_change']","['Change the material of metal gray shoulder armor to leather', 'Change the color of leather gray shoulder armor to brown', ""Add text 'HERO' on the image""]","['Change the material of [metal gray shoulder armor] to [leather]', 'Change the color of [leather gray shoulder armor] to [brown]', ""Add text '[HERO]' on the image""]",True,"['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard']","['chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather brown shoulder armor']","['metal gray shoulder armor', 'chainmail black shirt', 'fabric beige bandage', 'metal gray arm guard', 'leather gray shoulder armor', 'leather brown shoulder armor', 'text']"
343,1,['material_alter'],['Change the material of white shirt to denim'],['Change the material of [white shirt] to [denim]'],True,"['denim blue overalls', 'plastic black headphones']","['denim blue overalls', 'plastic black headphones', 'denim white shirt']","['denim blue overalls', 'plastic black headphones', 'white shirt', 'denim white shirt']"
343,2,"['material_alter', 'color_alter']","['Change the material of white shirt to denim', 'Change the color of denim blue overalls to yellow']","['Change the material of [white shirt] to [denim]', 'Change the color of [denim blue overalls] to [yellow]']",True,['plastic black headphones'],"['plastic black headphones', 'denim white shirt', 'denim yellow overalls']","['denim blue overalls', 'plastic black headphones', 'white shirt', 'denim white shirt', 'denim yellow overalls']"
343,3,"['material_alter', 'color_alter', 'subject_remove']","['Change the material of white shirt to denim', 'Change the color of denim blue overalls to yellow', 'Remove denim yellow overalls']","['Change the material of [white shirt] to [denim]', 'Change the color of [denim blue overalls] to [yellow]', 'Remove [denim yellow overalls]']",True,['plastic black headphones'],"['plastic black headphones', 'denim white shirt']","['denim blue overalls', 'plastic black headphones', 'white shirt', 'denim white shirt', 'denim yellow overalls']"
344,1,['subject_remove'],['Remove plastic yellow bottle'],['Remove [plastic yellow bottle]'],True,"['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'grilled vegetables', 'metal black tray', 'sheets of paper']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'grilled vegetables', 'metal black tray', 'sheets of paper']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'plastic yellow bottle', 'grilled vegetables', 'metal black tray', 'sheets of paper']"
344,2,"['subject_remove', 'color_alter']","['Remove plastic yellow bottle', 'Change the color of sheets of paper to brown']","['Remove [plastic yellow bottle]', 'Change the color of [sheets of paper] to [brown]']",True,"['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'grilled vegetables', 'metal black tray']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'grilled vegetables', 'metal black tray', 'brown sheets of paper']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'plastic yellow bottle', 'grilled vegetables', 'metal black tray', 'sheets of paper', 'brown sheets of paper']"
344,3,"['subject_remove', 'color_alter', 'position_change']","['Remove plastic yellow bottle', 'Change the color of sheets of paper to brown', '""Change the position of metal black tray to left of ceramic white plate""']","['Remove [plastic yellow bottle]', 'Change the color of [sheets of paper] to [brown]', '""Change the position of [metal black tray] to [left] of [ceramic white plate]""']",True,"['cotton blue chef coat', 'metal silver watch', 'grilled vegetables']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'grilled vegetables', 'metal black tray', 'brown sheets of paper']","['cotton blue chef coat', 'metal silver watch', 'ceramic white plate', 'plastic yellow bottle', 'grilled vegetables', 'metal black tray', 'sheets of paper', 'brown sheets of paper']"
345,1,['position_change'],['Change the position of paper white notebook to below of plastic black laptop.'],['Change the position of [paper white notebook] to [below] of [plastic black laptop].'],True,"['cotton gray shirt', 'metal black watch']","['cotton gray shirt', 'metal black watch', 'paper white notebook', 'plastic black laptop']","['cotton gray shirt', 'metal black watch', 'paper white notebook', 'plastic black laptop']"
